  ilv   flv            5K           10K           20K           30K           50K           80K          100K          150K          200K          300K
   79    38    8.6996E-13    5.3379E-13    3.4010E-13    2.7868E-13    2.3911E-13    2.3163E-13    2.3771E-13    2.6662E-13    3.0214E-13    3.7337E-13
   79    39    7.5145E-13    4.6173E-13    2.9720E-13    2.4537E-13    2.1442E-13    2.1741E-13    2.3110E-13    2.7989E-13    3.3578E-13    4.5309E-13
   79    40    8.0278E-13    4.6050E-13    2.7565E-13    2.2739E-13    2.1151E-13    2.2914E-13    2.4648E-13    2.9243E-13    3.3715E-13    4.2029E-13
   79    41    3.8645E-12    3.0864E-12    2.3797E-12    2.0265E-12    1.6692E-12    1.4524E-12    1.4009E-12    1.4189E-12    1.5388E-12    1.9081E-12
   79    42    2.4675E-12    1.8749E-12    1.5037E-12    1.4086E-12    1.3863E-12    1.4246E-12    1.4574E-12    1.5396E-12    1.6141E-12    1.7329E-12
   79    43    3.7041E-12    2.9792E-12    2.5045E-12    2.4107E-12    2.4684E-12    2.6487E-12    2.7669E-12    3.0280E-12    3.2483E-12    3.6081E-12
   79    44    1.0174E-12    6.6448E-13    4.4723E-13    3.7607E-13    3.3272E-13    3.3478E-13    3.5123E-13    4.0941E-13    4.7501E-13    6.1044E-13
   79    45    1.1374E-12    7.5087E-13    5.0993E-13    4.3496E-13    4.0082E-13    4.2278E-13    4.5040E-13    5.2854E-13    6.0568E-13    7.4453E-13
   79    46    3.3780E-12    2.3077E-12    1.6404E-12    1.4404E-12    1.3578E-12    1.4288E-12    1.5117E-12    1.7437E-12    1.9691E-12    2.3641E-12
   79    47    4.3170E-12    3.2385E-12    2.3977E-12    2.0587E-12    1.8087E-12    1.7450E-12    1.7669E-12    1.8846E-12    2.0289E-12    2.3402E-12
   79    48    2.6751E-12    1.8370E-12    1.2825E-12    1.0786E-12    9.3621E-13    9.1695E-13    9.4857E-13    1.0811E-12    1.2416E-12    1.5872E-12
   79    49    1.2136E-12    7.3307E-13    4.5246E-13    3.6997E-13    3.3068E-13    3.4336E-13    3.6385E-13    4.2643E-13    4.9505E-13    6.4349E-13
   79    50    3.2812E-13    1.8914E-13    1.1263E-13    9.2241E-14    8.7278E-14    1.0122E-13    1.1478E-13    1.5576E-13    2.0571E-13    3.4315E-13
   79    51    3.5319E-13    2.1125E-13    1.2971E-13    1.0580E-13    9.4713E-14    9.9142E-14    1.0555E-13    1.2451E-13    1.4466E-13    1.8626E-13
   79    52    2.0051E-12    1.3579E-12    9.7107E-13    8.7037E-13    8.6094E-13    9.5214E-13    1.0247E-12    1.1939E-12    1.3319E-12    1.5286E-12
   79    53    1.4580E-12    1.0543E-12    7.8685E-13    7.0904E-13    6.9650E-13    7.6676E-13    8.2638E-13    9.7456E-13    1.1084E-12    1.3338E-12
   79    54    1.0760E-12    6.8667E-13    4.4959E-13    3.7556E-13    3.3772E-13    3.4696E-13    3.6354E-13    4.1050E-13    4.5614E-13    5.4016E-13
   79    55    4.8974E-13    2.9522E-13    1.7617E-13    1.3904E-13    1.1894E-13    1.2195E-13    1.3000E-13    1.5535E-13    1.8207E-13    2.3458E-13
   79    56    4.6316E-13    2.8084E-13    1.7112E-13    1.3937E-13    1.2753E-13    1.4173E-13    1.5718E-13    2.0282E-13    2.5626E-13    3.9970E-13
   79    57    1.0795E-11    1.2048E-11    1.3592E-11    1.4828E-11    1.6611E-11    1.8327E-11    1.9209E-11    2.1037E-11    2.2573E-11    2.5118E-11
   79    58    3.2877E-12    2.7305E-12    2.4682E-12    2.4890E-12    2.7029E-12    3.0843E-12    3.3400E-12    3.9662E-12    4.5728E-12    5.7466E-12
   79    59    2.5129E-12    1.9318E-12    1.5128E-12    1.3891E-12    1.3521E-12    1.4037E-12    1.4525E-12    1.5810E-12    1.7014E-12    1.8985E-12
   79    60    1.1647E-12    7.5026E-13    4.8315E-13    4.0656E-13    3.7989E-13    4.0712E-13    4.3402E-13    5.0499E-13    5.7499E-13    7.1119E-13
   79    61    1.1834E-12    8.3158E-13    5.8965E-13    5.1226E-13    4.7512E-13    4.8815E-13    5.0795E-13    5.6567E-13    6.2421E-13    7.3345E-13
   79    62    1.4064E-12    9.8526E-13    7.1021E-13    6.3435E-13    6.1997E-13    6.6649E-13    7.0340E-13    7.9326E-13    8.7961E-13    1.0518E-12
   79    63    3.4116E-12    2.5933E-12    2.0135E-12    1.8441E-12    1.7928E-12    1.8549E-12    1.9093E-12    2.0414E-12    2.1603E-12    2.3648E-12
   79    64    6.1343E-13    3.9631E-13    2.5154E-13    2.0638E-13    1.8545E-13    1.9621E-13    2.1102E-13    2.5618E-13    3.0744E-13    4.2872E-13
   79    65    6.0731E-13    4.0936E-13    2.7479E-13    2.3153E-13    2.0931E-13    2.1338E-13    2.2189E-13    2.4689E-13    2.7180E-13    3.1643E-13
   79    66    6.2560E-12    5.8592E-12    5.5593E-12    5.5618E-12    5.7778E-12    6.0899E-12    6.2591E-12    6.6026E-12    6.8836E-12    7.3423E-12
   79    67    6.9752E-12    5.8243E-12    4.5426E-12    3.9955E-12    3.5789E-12    3.4322E-12    3.4395E-12    3.5849E-12    3.7946E-12    4.2465E-12
   79    68    2.1933E-12    1.5665E-12    1.0452E-12    8.5449E-13    7.4014E-13    7.4327E-13    7.7870E-13    8.9979E-13    1.0329E-12    1.2985E-12
   79    69    7.2330E-13    5.3078E-13    3.7886E-13    3.2799E-13    3.0330E-13    3.1104E-13    3.2299E-13    3.5763E-13    3.9361E-13    4.6590E-13
   79    70    6.8408E-13    4.9522E-13    3.4661E-13    2.9920E-13    2.8286E-13    3.0612E-13    3.2944E-13    3.9369E-13    4.6050E-13    6.0185E-13
   79    71    1.7602E-12    1.6265E-12    1.5029E-12    1.4852E-12    1.5344E-12    1.6220E-12    1.6706E-12    1.7716E-12    1.8609E-12    2.0325E-12
   79    72    1.6938E-12    1.3926E-12    1.1691E-12    1.1262E-12    1.1806E-12    1.3184E-12    1.4069E-12    1.5999E-12    1.7610E-12    2.0214E-12
   79    73    1.1809E-12    8.5269E-13    5.9267E-13    5.0206E-13    4.5781E-13    4.8180E-13    5.1260E-13    5.9556E-13    6.7470E-13    8.2441E-13
   79    74    1.4610E-12    1.0171E-12    6.3699E-13    4.9878E-13    4.1390E-13    4.0720E-13    4.2464E-13    4.8909E-13    5.6101E-13    7.0249E-13
   79    75    6.6884E-13    5.4867E-13    4.0663E-13    3.5117E-13    3.2360E-13    3.3862E-13    3.5867E-13    4.1724E-13    4.7957E-13    6.1265E-13
   79    76    5.9780E-13    4.8922E-13    3.6280E-13    3.1670E-13    3.0047E-13    3.2722E-13    3.5418E-13    4.2861E-13    5.0347E-13    6.4570E-13
   79    77    3.3018E-13    2.7852E-13    2.1123E-13    1.8382E-13    1.6821E-13    1.7022E-13    1.7583E-13    1.9415E-13    2.1519E-13    2.6111E-13
   79    78    3.4324E-13    2.9354E-13    2.2536E-13    1.9808E-13    1.8478E-13    1.9153E-13    2.0026E-13    2.2533E-13    2.5173E-13    3.0601E-13
   80     1    5.2099E-14    3.1994E-14    2.2342E-14    2.0476E-14    2.2145E-14    2.9773E-14    3.6501E-14    5.6193E-14    7.9001E-14    1.3748E-13
   80     2    3.5747E-13    2.6419E-13    2.2606E-13    2.2736E-13    2.4445E-13    2.6819E-13    2.8073E-13    3.0539E-13    3.2572E-13    3.6231E-13
   80     3    4.1320E-13    2.8868E-13    2.2466E-13    2.1403E-13    2.2474E-13    2.6082E-13    2.9050E-13    3.7796E-13    4.8118E-13    7.3783E-13
   80     4    1.8074E-13    1.3083E-13    1.0607E-13    1.0012E-13    9.6043E-14    9.4038E-14    9.4383E-14    9.9422E-14    1.0798E-13    1.2948E-13
   80     5    1.1715E-13    7.6419E-14    5.6043E-14    5.0441E-14    4.6641E-14    4.5443E-14    4.6070E-14    5.0590E-14    5.7513E-14    7.4905E-14
   80     6    2.2573E-13    1.4574E-13    1.0060E-13    8.6379E-14    7.7390E-14    7.7191E-14    7.9985E-14    9.0036E-14    1.0103E-13    1.2186E-13
   80     7    2.8608E-13    2.0402E-13    1.6202E-13    1.5157E-13    1.4516E-13    1.4267E-13    1.4324E-13    1.4989E-13    1.6079E-13    1.8660E-13
   80     8    6.7682E-13    4.8271E-13    3.8100E-13    3.6557E-13    3.8142E-13    4.2140E-13    4.4730E-13    5.0729E-13    5.6406E-13    6.7655E-13
   80     9    3.1475E-13    2.1183E-13    1.5298E-13    1.3604E-13    1.2796E-13    1.3246E-13    1.3911E-13    1.6027E-13    1.8414E-13    2.3571E-13
   80    10    2.9988E-13    1.8985E-13    1.2720E-13    1.0695E-13    9.2229E-14    8.6936E-14    8.7497E-14    9.5238E-14    1.0765E-13    1.3986E-13
   80    11    9.0522E-13    6.1575E-13    4.7192E-13    4.4883E-13    4.6663E-13    5.2288E-13    5.6629E-13    6.8347E-13    8.0413E-13    1.0433E-12
   80    12    4.2218E-13    2.7427E-13    2.0055E-13    1.8481E-13    1.8642E-13    2.0887E-13    2.2775E-13    2.7742E-13    3.2558E-13    4.1410E-13
   80    13    2.8258E-13    1.8277E-13    1.4127E-13    1.3951E-13    1.5264E-13    1.7251E-13    1.8294E-13    2.0370E-13    2.2216E-13    2.6123E-13
   80    14    2.7513E-13    1.5236E-13    9.6765E-14    8.8436E-14    9.9589E-14    1.3093E-13    1.5296E-13    2.0423E-13    2.4780E-13    3.1413E-13
   80    15    4.8237E-13    3.1003E-13    2.1545E-13    1.8793E-13    1.7111E-13    1.6667E-13    1.6810E-13    1.7933E-13    1.9709E-13    2.4283E-13
   80    16    1.0916E-12    7.6446E-13    5.8055E-13    5.3817E-13    5.3319E-13    5.6028E-13    5.8187E-13    6.3991E-13    7.0314E-13    8.4232E-13
   80    17    4.4701E-13    2.7527E-13    1.9681E-13    1.8910E-13    2.0906E-13    2.4725E-13    2.6979E-13    3.1689E-13    3.5671E-13    4.2911E-13
   80    18    5.1739E-13    3.3333E-13    2.4187E-13    2.2195E-13    2.2021E-13    2.3491E-13    2.4640E-13    2.7494E-13    3.0306E-13    3.6111E-13
   80    19    5.5825E-13    3.6015E-13    2.5004E-13    2.2256E-13    2.2261E-13    2.5740E-13    2.8608E-13    3.5829E-13    4.2485E-13    5.4044E-13
   80    20    4.7582E-13    2.6326E-13    1.5608E-13    1.2737E-13    1.1497E-13    1.2208E-13    1.3162E-13    1.6021E-13    1.9051E-13    2.5195E-13
   80    21    7.8885E-13    5.1076E-13    3.6229E-13    3.2244E-13    3.0276E-13    3.0282E-13    3.0752E-13    3.2576E-13    3.5018E-13    4.1208E-13
   80    22    8.4609E-13    5.5127E-13    4.0503E-13    3.9418E-13    4.4922E-13    5.5385E-13    6.1708E-13    7.4701E-13    8.4699E-13    9.9464E-13
   80    23    1.7965E-12    1.2817E-12    9.5012E-13    8.4154E-13    7.7148E-13    7.6743E-13    7.8867E-13    8.6965E-13    9.6227E-13    1.1495E-12
   80    24    1.6175E-12    1.2407E-12    9.8441E-13    9.1333E-13    9.0343E-13    9.7517E-13    1.0368E-12    1.1876E-12    1.3176E-12    1.5214E-12
   80    25    6.9645E-13    3.9880E-13    2.4007E-13    1.9522E-13    1.7224E-13    1.7357E-13    1.8011E-13    2.0160E-13    2.2516E-13    2.7227E-13
   80    26    9.9803E-13    6.7362E-13    5.2715E-13    5.3138E-13    6.1983E-13    7.6616E-13    8.5224E-13    1.0271E-12    1.1583E-12    1.3369E-12
   80    27    1.1331E-12    7.3816E-13    4.9488E-13    4.2677E-13    4.0970E-13    4.4861E-13    4.8182E-13    5.6561E-13    6.4729E-13    8.0885E-13
   80    28    3.0611E-13    1.8901E-13    1.2639E-13    1.0943E-13    1.0212E-13    1.0560E-13    1.1053E-13    1.2645E-13    1.4559E-13    1.9234E-13
   80    29    4.0092E-13    2.5528E-13    1.7365E-13    1.4943E-13    1.3458E-13    1.2992E-13    1.3001E-13    1.3511E-13    1.4445E-13    1.7055E-13
   80    30    1.0785E-12    6.6737E-13    4.5754E-13    4.1144E-13    4.2147E-13    5.0018E-13    5.6349E-13    7.2799E-13    8.9301E-13    1.2313E-12
   80    31    8.4391E-13    5.0594E-13    3.3501E-13    3.0125E-13    3.1598E-13    3.7737E-13    4.2033E-13    5.1817E-13    6.0253E-13    7.4599E-13
   80    32    1.4104E-12    8.7872E-13    5.7127E-13    4.7790E-13    4.3432E-13    4.5517E-13    4.8422E-13    5.7292E-13    6.7255E-13    8.9698E-13
   80    33    3.7630E-12    3.0363E-12    2.4269E-12    2.2047E-12    2.0458E-12    1.9804E-12    1.9700E-12    1.9818E-12    2.0165E-12    2.1115E-12
   80    34    1.2508E-12    7.0432E-13    4.1163E-13    3.2716E-13    2.7906E-13    2.7103E-13    2.7566E-13    2.9623E-13    3.2137E-13    3.7726E-13
   80    35    5.3416E-13    3.2580E-13    2.1118E-13    1.7531E-13    1.5124E-13    1.4451E-13    1.4655E-13    1.6094E-13    1.8136E-13    2.2892E-13
   80    36    4.2973E-13    2.5903E-13    1.7125E-13    1.4800E-13    1.3747E-13    1.4183E-13    1.4939E-13    1.7557E-13    2.0545E-13    2.6318E-13
   80    37    1.6334E-12    9.8076E-13    6.0757E-13    4.9786E-13    4.4225E-13    4.6068E-13    4.9418E-13    5.9772E-13    7.0257E-13    8.8863E-13
   80    38    5.7360E-13    3.4774E-13    2.3310E-13    2.0457E-13    1.9510E-13    2.0667E-13    2.1967E-13    2.5884E-13    3.0083E-13    3.8367E-13
   80    39    7.2274E-13    4.2735E-13    2.6042E-13    2.0716E-13    1.7183E-13    1.6437E-13    1.6926E-13    1.9368E-13    2.2462E-13    2.9151E-13
   80    40    1.5868E-12    1.0957E-12    8.4676E-13    8.1214E-13    8.5994E-13    9.6474E-13    1.0281E-12    1.1620E-12    1.2738E-12    1.4638E-12
   80    41    2.9636E-12    2.2886E-12    1.8494E-12    1.7362E-12    1.7213E-12    1.7995E-12    1.8618E-12    2.0083E-12    2.1285E-12    2.2956E-12
   80    42    3.8322E-12    3.1366E-12    2.4802E-12    2.1511E-12    1.8257E-12    1.6439E-12    1.6092E-12    1.6488E-12    1.7661E-12    2.0728E-12
   80    43    1.4821E-12    8.7791E-13    5.2279E-13    4.0950E-13    3.3570E-13    3.1544E-13    3.1874E-13    3.4559E-13    3.8313E-13    4.7135E-13
   80    44    8.8662E-13    5.5623E-13    3.6294E-13    3.0618E-13    2.8363E-13    3.0657E-13    3.3216E-13    4.0448E-13    4.7766E-13    6.1553E-13
   80    45    8.7020E-13    5.4090E-13    3.5497E-13    3.0390E-13    2.8693E-13    3.1069E-13    3.3545E-13    4.0540E-13    4.7614E-13    6.0734E-13
   80    46    2.3097E-12    1.4028E-12    8.9426E-13    7.7364E-13    7.6694E-13    8.7990E-13    9.7084E-13    1.2008E-12    1.4273E-12    1.8918E-12
   80    47    3.4580E-12    2.3889E-12    1.6560E-12    1.3688E-12    1.1373E-12    1.0462E-12    1.0480E-12    1.1390E-12    1.2832E-12    1.6232E-12
   80    48    4.2394E-12    3.2496E-12    2.4612E-12    2.1522E-12    1.9435E-12    1.9215E-12    1.9676E-12    2.1428E-12    2.3357E-12    2.7028E-12
   80    49    1.2367E-12    7.8515E-13    5.3288E-13    4.7615E-13    4.7684E-13    5.2381E-13    5.5740E-13    6.3915E-13    7.2035E-13    8.8921E-13
   80    50    3.2485E-13    1.9553E-13    1.2384E-13    1.0561E-13    1.0240E-13    1.1488E-13    1.2517E-13    1.5057E-13    1.7391E-13    2.1474E-13
   80    51    3.0810E-13    1.7683E-13    1.0438E-13    8.4861E-14    7.9024E-14    8.9701E-14    1.0048E-13    1.3208E-13    1.6733E-13    2.4718E-13
   80    52    3.1244E-12    2.0490E-12    1.3928E-12    1.1994E-12    1.1099E-12    1.1316E-12    1.1657E-12    1.2554E-12    1.3369E-12    1.4735E-12
   80    53    8.8420E-13    5.4312E-13    3.5009E-13    2.9942E-13    2.8869E-13    3.2335E-13    3.5419E-13    4.3545E-13    5.1447E-13    6.5985E-13
   80    54    1.3203E-12    9.1649E-13    6.6198E-13    5.9177E-13    5.8828E-13    6.6576E-13    7.2775E-13    8.7775E-13    1.0109E-12    1.2333E-12
   80    55    4.3342E-13    2.6063E-13    1.5663E-13    1.2624E-13    1.1373E-13    1.2353E-13    1.3563E-13    1.7519E-13    2.2632E-13    3.7347E-13
   80    56    4.4944E-13    2.7305E-13    1.6798E-13    1.3767E-13    1.2531E-13    1.3399E-13    1.4416E-13    1.7265E-13    2.0136E-13    2.5696E-13
   80    57    3.4070E-12    2.7210E-12    2.2421E-12    2.1154E-12    2.1090E-12    2.2127E-12    2.2913E-12    2.4754E-12    2.6285E-12    2.8462E-12
   80    58    2.0744E-12    1.3182E-12    7.9844E-13    6.2380E-13    5.1796E-13    5.1199E-13    5.3578E-13    6.1858E-13    7.0754E-13    8.8189E-13
   80    59    1.0950E-11    1.2339E-11    1.4104E-11    1.5480E-11    1.7474E-11    1.9469E-11    2.0524E-11    2.2716E-11    2.4510E-11    2.7339E-11
   80    60    2.2477E-12    1.6485E-12    1.1890E-12    1.0502E-12    9.9599E-13    1.0202E-12    1.0451E-12    1.1043E-12    1.1569E-12    1.2493E-12
   80    61    1.2194E-12    8.5678E-13    6.2258E-13    5.6551E-13    5.7409E-13    6.4902E-13    7.0506E-13    8.4211E-13    9.7048E-13    1.2062E-12
   80    62    1.2430E-12    8.0610E-13    5.2269E-13    4.3551E-13    3.9992E-13    4.2933E-13    4.6067E-13    5.4076E-13    6.1296E-13    7.3412E-13
   80    63    2.1807E-12    1.5166E-12    1.0201E-12    8.4798E-13    7.5442E-13    7.7824E-13    8.2285E-13    9.4856E-13    1.0618E-12    1.2320E-12
   80    64    5.7042E-13    3.7255E-13    2.3964E-13    1.9749E-13    1.7774E-13    1.8751E-13    2.0060E-13    2.3822E-13    2.7708E-13    3.5511E-13
   80    65    5.5932E-13    3.5498E-13    2.2068E-13    1.7806E-13    1.5655E-13    1.6440E-13    1.7793E-13    2.2348E-13    2.8019E-13    4.3145E-13
   80    66    7.5560E-12    6.5994E-12    5.2948E-12    4.7461E-12    4.4116E-12    4.4495E-12    4.5871E-12    5.0406E-12    5.5183E-12    6.3949E-12
   80    67    6.3701E-12    5.9339E-12    5.5512E-12    5.5053E-12    5.6669E-12    5.9402E-12    6.0987E-12    6.4479E-12    6.7668E-12    7.3574E-12
   80    68    4.8812E-12    3.8125E-12    2.7937E-12    2.4214E-12    2.2397E-12    2.3295E-12    2.4555E-12    2.8391E-12    3.2604E-12    4.1572E-12
   80    69    6.4053E-13    4.5191E-13    3.0237E-13    2.5077E-13    2.2417E-13    2.3427E-13    2.5053E-13    3.0115E-13    3.5751E-13    4.8044E-13
   80    70    6.6853E-13    4.9224E-13    3.5027E-13    3.0199E-13    2.7788E-13    2.8422E-13    2.9514E-13    3.2877E-13    3.6659E-13    4.5084E-13
   80    71    1.0649E-12    7.0225E-13    4.2447E-13    3.3212E-13    2.8495E-13    2.9561E-13    3.1593E-13    3.7794E-13    4.4443E-13    5.8102E-13
   80    72    1.2026E-12    8.1192E-13    5.1476E-13    4.1662E-13    3.7295E-13    4.0422E-13    4.4053E-13    5.3754E-13    6.3001E-13    8.0251E-13
   80    73    2.1649E-12    1.6746E-12    1.3257E-12    1.2294E-12    1.2278E-12    1.3186E-12    1.3838E-12    1.5294E-12    1.6516E-12    1.8497E-12
   80    74    4.8710E-12    4.3377E-12    3.7934E-12    3.6151E-12    3.6022E-12    3.7525E-12    3.8632E-12    4.1191E-12    4.3429E-12    4.7149E-12
   80    75    5.8572E-13    4.7225E-13    3.5014E-13    3.0701E-13    2.9159E-13    3.1284E-13    3.3426E-13    3.9329E-13    4.5294E-13    5.6610E-13
   80    76    6.2381E-13    5.0685E-13    3.6867E-13    3.1269E-13    2.8023E-13    2.8960E-13    3.0831E-13    3.6968E-13    4.4053E-13    6.0366E-13
   80    77    2.7594E-13    2.3230E-13    1.7376E-13    1.4956E-13    1.3484E-13    1.3530E-13    1.4009E-13    1.5786E-13    1.7936E-13    2.2633E-13
   80    78    2.6863E-13    2.1894E-13    1.5635E-13    1.2903E-13    1.0844E-13    1.0168E-13    1.0243E-13    1.1159E-13    1.2586E-13    1.6133E-13
   80    79    2.8368E-12    2.3902E-12    1.9334E-12    1.7900E-12    1.7716E-12    1.8782E-12    1.9600E-12    2.1512E-12    2.3147E-12    2.5650E-12
   81     1    1.4086E-13    1.0812E-13    8.6882E-14    8.0225E-14    7.5564E-14    7.3622E-14    7.3492E-14    7.5048E-14    7.7956E-14    8.5186E-14
   81     2    4.2585E-13    3.0812E-13    2.3421E-13    2.0870E-13    1.8664E-13    1.7229E-13    1.6763E-13    1.6478E-13    1.6952E-13    1.9227E-13
   81     3    5.4764E-13    3.9615E-13    3.0561E-13    2.7861E-13    2.6161E-13    2.5755E-13    2.5956E-13    2.7283E-13    2.9455E-13    3.5866E-13
   81     4    1.7682E-13    1.3872E-13    1.2747E-13    1.3398E-13    1.5120E-13    1.7413E-13    1.8859E-13    2.2496E-13    2.6176E-13    3.3467E-13
   81     5    2.4650E-13    1.8269E-13    1.5123E-13    1.4722E-13    1.5038E-13    1.5557E-13    1.5845E-13    1.6678E-13    1.7785E-13    2.0691E-13
   81     6    3.1916E-13    2.3128E-13    1.8900E-13    1.8376E-13    1.9116E-13    2.0732E-13    2.1732E-13    2.3940E-13    2.5936E-13    2.9785E-13
   81     7    2.0251E-13    1.4385E-13    1.2200E-13    1.2473E-13    1.4024E-13    1.6598E-13    1.8350E-13    2.2748E-13    2.6988E-13    3.4757E-13
   81     8    4.1756E-13    2.9179E-13    2.2473E-13    2.1026E-13    2.1218E-13    2.3389E-13    2.5217E-13    3.0030E-13    3.4613E-13    4.2527E-13
   81     9    3.7554E-13    2.7685E-13    2.3321E-13    2.3099E-13    2.4425E-13    2.7172E-13    2.9223E-13    3.4799E-13    4.0722E-13    5.3182E-13
   81    10    2.6935E-13    1.7961E-13    1.3729E-13    1.3045E-13    1.3529E-13    1.4992E-13    1.5963E-13    1.8192E-13    2.0300E-13    2.4711E-13
   81    11    3.9345E-13    2.4959E-13    1.8289E-13    1.7137E-13    1.7528E-13    1.9165E-13    2.0340E-13    2.3149E-13    2.5584E-13    2.9258E-13
   81    12    7.7724E-13    5.6298E-13    4.4685E-13    4.2361E-13    4.2694E-13    4.5288E-13    4.7167E-13    5.1581E-13    5.5434E-13    6.1654E-13
   81    13    2.6006E-13    1.6997E-13    1.1731E-13    9.9756E-14    8.5691E-14    7.8281E-14    7.6844E-14    7.8513E-14    8.3494E-14    9.6975E-14
